,apparentTemperatureMinTime,precipType,cloudCover,temperatureMin,summary,dewPoint,apparentTemperatureMax,temperatureMax,temperatureMaxTime,windBearing,moonPhase,visibility,sunsetTime,pressure,apparentTemperatureMin,icon,apparentTemperatureMaxTime,humidity,windSpeed,time,sunriseTime,temperatureMinTime
495,1462852800.0,rain,0.34,46.43,Mostly cloudy until evening.,48.4,61.19,61.19,1462878000.0,48.0,0.14,5.54,1462910320.0,1012.38,43.42,partly-cloudy-day,1462878000.0,0.84,9.94,1462834800.0,1462853367.0,1462852800.0
496,1462939200.0,rain,0.31,49.56,Partly cloudy until evening.,48.35,61.45,61.45,1462975200.0,49.0,0.17,7.0,1462996830.0,1009.57,45.38,partly-cloudy-day,1462975200.0,0.79,13.31,1462921200.0,1462939655.0,1462939200.0
497,1463090400.0,rain,0.43,47.09,Mostly cloudy until evening.,47.6,59.51,59.51,1463054400.0,26.0,0.21,6.21,1463083339.0,1010.19,42.05,partly-cloudy-day,1463054400.0,0.83,13.13,1463007600.0,1463025946.0,1463090400.0
498,1463176800.0,rain,0.54,38.32,Mostly cloudy until afternoon.,39.62,41.49,47.55,1463137200.0,29.0,0.24,7.77,1463169847.0,1015.86,33.27,partly-cloudy-day,1463137200.0,0.81,12.52,1463094000.0,1463112238.0,1463176800.0
499,1463202000.0,rain,0.0,37.01,Clear throughout the day.,33.34,51.86,51.86,1463241600.0,355.0,0.27,8.79,1463256354.0,1020.96,31.75,clear-day,1463241600.0,0.66,7.37,1463180400.0,1463198532.0,1463202000.0
500,1463281200.0,rain,,38.52,Clear throughout the day.,36.32,53.81,53.81,1463324400.0,36.0,0.3,8.73,1463342861.0,1021.96,38.52,clear-day,1463324400.0,0.69,0.72,1463266800.0,1463284829.0,1463281200.0
501,1463374800.0,rain,0.27,38.85,"Mostly cloudy starting in the afternoon, continuing until evening.",39.37,56.44,56.44,1463407200.0,273.0,0.34,8.85,1463429366.0,1020.18,36.18,partly-cloudy-day,1463407200.0,0.71,1.18,1463353200.0,1463371127.0,1463371200.0
502,1463457600.0,rain,0.34,38.92,Mostly cloudy until evening.,43.53,61.39,61.39,1463504400.0,233.0,0.37,8.67,1463515870.0,1012.71,36.36,partly-cloudy-day,1463504400.0,0.75,8.06,1463439600.0,1463457428.0,1463457600.0
503,1463608800.0,rain,0.69,49.99,Mostly cloudy until evening.,48.1,57.3,57.3,1463583600.0,220.0,0.4,8.43,1463602373.0,1002.24,48.73,partly-cloudy-day,1463583600.0,0.81,6.42,1463526000.0,1463543731.0,1463608800.0
504,1463626800.0,rain,0.71,47.66,Mostly cloudy until evening.,47.86,57.09,57.09,1463662800.0,216.0,0.43,6.66,1463688874.0,1007.88,44.97,partly-cloudy-day,1463662800.0,0.87,5.47,1463612400.0,1463630037.0,1463630400.0
505,1463713200.0,rain,0.45,48.52,Mostly cloudy until evening.,46.84,60.92,60.92,1463752800.0,233.0,0.45,8.28,1463775374.0,1008.54,44.32,partly-cloudy-day,1463752800.0,0.78,11.15,1463698800.0,1463716344.0,1463713200.0
506,1463788800.0,rain,,50.7,Clear throughout the day.,50.05,60.64,60.64,1463842800.0,207.0,0.48,7.62,1463861873.0,1002.52,50.7,clear-day,1463842800.0,0.83,11.99,1463785200.0,1463802654.0,1463788800.0
507,1463886000.0,rain,0.0,45.42,Clear throughout the day.,45.97,59.82,59.82,1463925600.0,258.0,0.52,8.3,1463948370.0,1006.03,42.74,clear-day,1463925600.0,0.79,3.77,1463871600.0,1463888967.0,1463886000.0
508,1463976000.0,rain,0.12,42.24,Partly cloudy until afternoon.,44.57,58.06,58.06,1464004800.0,354.0,0.55,8.24,1464034865.0,1018.28,38.63,partly-cloudy-day,1464004800.0,0.81,4.2,1463958000.0,1463975282.0,1463976000.0
509,1464127200.0,rain,0.25,40.31,"Mostly cloudy starting in the afternoon, continuing until evening.",41.33,55.71,55.71,1464084000.0,27.0,0.58,7.47,1464121359.0,1024.34,39.81,partly-cloudy-day,1464084000.0,0.78,8.58,1464044400.0,1464061600.0,1464062400.0
510,1464134400.0,rain,1.0,44.68,Overcast until evening.,41.57,43.39,49.34,1464181200.0,17.0,0.61,7.31,1464207851.0,1020.56,39.04,cloudy,1464181200.0,0.82,13.39,1464130800.0,1464147921.0,1464145200.0
511,1464217200.0,rain,1.0,46.6,Overcast until evening.,48.46,52.35,52.35,1464282000.0,37.0,0.65,5.01,1464294341.0,1016.84,41.17,cloudy,1464282000.0,0.95,9.4,1464217200.0,1464234244.0,1464217200.0
512,1464321600.0,rain,0.77,47.02,Mostly cloudy until afternoon.,47.21,56.47,56.47,1464361200.0,77.0,0.68,6.42,1464380829.0,1018.99,47.02,partly-cloudy-day,1464361200.0,0.86,4.22,1464303600.0,1464320571.0,1464321600.0
513,1464408000.0,rain,0.0,45.61,Clear throughout the day.,46.14,57.53,57.53,1464447600.0,79.0,0.72,7.43,1464467315.0,1017.72,45.61,clear-day,1464447600.0,0.82,4.03,1464390000.0,1464406900.0,1464408000.0
514,1464490800.0,rain,0.0,44.04,Clear throughout the day.,46.67,57.12,57.12,1464534000.0,28.0,0.75,6.37,1464553799.0,1017.1,41.91,clear-day,1464534000.0,0.87,5.26,1464476400.0,1464493232.0,1464487200.0
515,1464580800.0,rain,0.0,45.39,Foggy in the morning.,47.76,58.25,58.25,1464627600.0,5.0,0.79,5.67,1464640280.0,1020.82,41.43,fog,1464627600.0,0.88,10.75,1464562800.0,1464579567.0,1464580800.0
516,1464660000.0,rain,0.63,48.46,Mostly cloudy until evening and breezy until afternoon.,46.68,53.48,53.48,1464699600.0,3.0,0.83,7.3,1464726760.0,1023.23,42.64,wind,1464699600.0,0.87,16.54,1464649200.0,1464665905.0,1464656400.0
517,1464818400.0,rain,0.73,45.86,Overcast until evening and breezy in the afternoon.,46.86,52.12,52.12,1464796800.0,10.0,0.86,6.19,1464813237.0,1027.75,40.12,wind,1464796800.0,0.9,15.74,1464735600.0,1464752246.0,1464818400.0
518,1464840000.0,rain,0.48,43.83,Mostly cloudy until evening.,42.04,55.92,55.92,1464879600.0,21.0,0.9,8.28,1464899711.0,1025.27,37.76,partly-cloudy-day,1464879600.0,0.79,11.61,1464822000.0,1464838590.0,1464840000.0
519,1464926400.0,rain,0.42,41.17,Mostly cloudy until afternoon.,46.36,59.89,59.89,1464962400.0,3.0,0.94,8.12,1464986183.0,1019.29,38.52,partly-cloudy-day,1464962400.0,0.84,6.86,1464908400.0,1464924938.0,1464926400.0
520,1465077600.0,rain,0.0,48.72,Clear throughout the day.,51.27,60.46,60.46,1465048800.0,20.0,0.97,4.78,1465072652.0,1019.87,46.88,clear-day,1465048800.0,0.89,7.3,1464994800.0,1465011289.0,1465077600.0
521,1465102800.0,rain,0.0,45.75,Clear throughout the day.,47.37,64.49,64.49,1465138800.0,31.0,0.02,7.3,1465159118.0,1022.66,43.31,clear-day,1465138800.0,0.79,4.1,1465081200.0,1465097643.0,1465099200.0
522,1465185600.0,rain,0.09,45.61,"Partly cloudy starting in the afternoon, continuing until evening.",50.74,68.66,68.66,1465225200.0,96.0,0.05,6.99,1465245581.0,1022.45,45.61,partly-cloudy-day,1465225200.0,0.79,2.38,1465167600.0,1465184000.0,1465185600.0
523,1465268400.0,rain,0.2,49.55,Partly cloudy until evening.,53.96,73.09,73.09,1465304400.0,220.0,0.09,6.72,1465332042.0,1022.78,49.55,partly-cloudy-day,1465304400.0,0.77,0.39,1465254000.0,1465270361.0,1465268400.0
524,1465423200.0,rain,0.47,49.91,Foggy in the morning.,51.75,62.01,62.01,1465390800.0,29.0,0.12,5.69,1465418499.0,1025.46,48.84,fog,1465390800.0,0.84,4.53,1465340400.0,1465356726.0,1465423200.0
525,1465441200.0,rain,0.54,48.6,Mostly cloudy until evening.,50.22,66.19,66.19,1465484400.0,106.0,0.16,7.02,1465504954.0,1021.8,48.6,partly-cloudy-day,1465484400.0,0.81,2.32,1465426800.0,1465443094.0,1465441200.0
526,1465596000.0,rain,0.88,51.28,Foggy overnight.,53.17,58.78,58.78,1465563600.0,59.0,0.19,4.14,1465591405.0,1013.79,51.28,fog,1465563600.0,0.92,2.15,1465513200.0,1465529465.0,1465596000.0
527,1465617600.0,rain,,50.27,Foggy in the morning.,51.54,57.12,57.12,1465653600.0,76.0,0.22,3.74,1465677853.0,1011.09,50.27,fog,1465653600.0,0.94,3.79,1465599600.0,1465615840.0,1465617600.0
528,1465693200.0,rain,,52.16,Clear throughout the day.,53.71,60.13,60.13,1465736400.0,66.0,0.25,4.07,1465764298.0,1006.58,52.16,clear-day,1465736400.0,0.95,3.69,1465686000.0,1465702219.0,1465693200.0
529,1465855200.0,rain,0.99,52.79,Overcast until evening.,53.01,56.18,56.18,1465830000.0,45.0,0.28,4.1,1465850739.0,1002.22,52.79,cloudy,1465830000.0,0.95,5.98,1465772400.0,1465788601.0,1465855200.0
530,1465876800.0,rain,0.75,51.59,Mostly cloudy until evening.,50.71,61.62,61.62,1465920000.0,48.0,0.31,7.18,1465937177.0,996.35,51.59,partly-cloudy-day,1465920000.0,0.83,4.15,1465858800.0,1465874987.0,1465876800.0
531,1465956000.0,rain,0.77,51.09,Mostly cloudy until evening.,52.02,58.39,58.39,1466002800.0,44.0,0.34,6.63,1466023612.0,996.91,51.09,partly-cloudy-day,1466002800.0,0.9,6.58,1465945200.0,1465961376.0,1465956000.0
532,1466114400.0,rain,0.98,51.61,Overcast until evening.,50.94,55.78,55.78,1466089200.0,11.0,0.37,6.58,1466110043.0,1002.74,51.61,cloudy,1466089200.0,0.91,8.45,1466031600.0,1466047769.0,1466114400.0
533,1466200800.0,rain,,49.7,Clear throughout the day.,48.32,54.5,54.5,1466172000.0,339.0,0.4,7.6,1466196470.0,1008.63,45.2,clear-day,1466172000.0,0.88,9.05,1466118000.0,1466134166.0,1466136000.0
534,1466222400.0,rain,,48.28,Clear throughout the day.,45.14,56.37,56.37,1466269200.0,350.0,0.43,8.29,1466282894.0,1018.97,43.66,clear-day,1466269200.0,0.78,6.58,1466204400.0,1466220567.0,1466222400.0
535,1466308800.0,rain,,45.62,Clear throughout the day.,51.01,62.58,62.58,1466344800.0,187.0,0.46,7.13,1466369314.0,1018.17,45.0,clear-day,1466344800.0,0.85,8.44,1466290800.0,1466306971.0,1466305200.0
536,1466460000.0,rain,0.48,53.95,Mostly cloudy until evening.,53.54,64.76,64.76,1466431200.0,249.0,0.49,8.21,1466455731.0,1008.35,53.95,partly-cloudy-day,1466431200.0,0.79,11.56,1466377200.0,1466393378.0,1466460000.0
537,1466474400.0,rain,0.53,51.21,Mostly cloudy until evening.,49.78,66.29,66.29,1466524800.0,229.0,0.53,8.82,1466542144.0,1014.0,51.21,partly-cloudy-day,1466524800.0,0.74,7.29,1466463600.0,1466479790.0,1466474400.0
538,1466564400.0,rain,0.55,52.16,Mostly cloudy until evening.,51.53,69.02,69.02,1466604000.0,217.0,0.56,8.85,1466628553.0,1015.76,52.16,partly-cloudy-day,1466604000.0,0.73,8.71,1466550000.0,1466566205.0,1466564400.0
539,1466658000.0,rain,0.31,49.87,Partly cloudy until evening.,51.33,69.18,69.18,1466694000.0,218.0,0.6,8.92,1466714959.0,1015.92,49.87,partly-cloudy-day,1466694000.0,0.75,2.4,1466636400.0,1466652623.0,1466658000.0
540,1466737200.0,rain,0.52,50.57,Mostly cloudy until afternoon.,50.98,63.18,63.18,1466773200.0,232.0,0.63,8.34,1466801361.0,1014.17,50.57,partly-cloudy-day,1466773200.0,0.8,5.89,1466722800.0,1466739046.0,1466737200.0
541,1466823600.0,rain,0.0,45.59,Clear throughout the day.,50.07,61.04,61.04,1466859600.0,321.0,0.67,7.5,1466887759.0,1016.05,45.02,clear-day,1466859600.0,0.85,2.89,1466809200.0,1466825471.0,1466827200.0
542,1466913600.0,rain,,51.42,Clear throughout the day.,52.11,63.09,63.09,1466946000.0,261.0,0.7,7.19,1466974154.0,1014.38,51.42,clear-day,1466946000.0,0.86,6.61,1466895600.0,1466911900.0,1466913600.0
543,1467064800.0,rain,0.45,51.21,Mostly cloudy until evening.,48.27,60.38,60.38,1467032400.0,268.0,0.74,8.64,1467060544.0,1013.86,51.21,partly-cloudy-day,1467032400.0,0.75,13.09,1466982000.0,1466998333.0,1467064800.0
544,1467082800.0,rain,0.45,45.71,Mostly cloudy until evening.,48.59,59.93,59.93,1467108000.0,192.0,0.78,7.63,1467146931.0,1012.4,45.04,partly-cloudy-day,1467108000.0,0.86,4.43,1467068400.0,1467084769.0,1467086400.0
545,1467172800.0,rain,0.73,48.18,Mostly cloudy until evening.,49.86,56.0,56.0,1467219600.0,216.0,0.82,6.93,1467233315.0,1002.31,46.25,partly-cloudy-day,1467219600.0,0.91,5.5,1467154800.0,1467171208.0,1467169200.0
546,1467259200.0,rain,0.56,48.23,Mostly cloudy until evening.,47.78,60.38,60.38,1467295200.0,231.0,0.85,8.14,1467319694.0,1004.26,45.2,partly-cloudy-day,1467295200.0,0.79,9.31,1467241200.0,1467257651.0,1467255600.0
547,1467410400.0,rain,0.48,46.73,Partly cloudy until afternoon.,48.33,59.52,59.52,1467378000.0,241.0,0.89,8.08,1467406070.0,1002.07,42.27,partly-cloudy-day,1467378000.0,0.83,11.64,1467327600.0,1467344097.0,1467410400.0
548,1467424800.0,rain,0.0,44.65,"Breezy starting in the afternoon, continuing until evening.",46.62,57.68,57.68,1467471600.0,251.0,0.93,8.48,1467492443.0,1006.2,40.1,wind,1467471600.0,0.82,13.84,1467414000.0,1467430546.0,1467428400.0
549,1467511200.0,rain,0.0,48.47,Breezy in the afternoon.,46.27,59.87,59.87,1467547200.0,255.0,0.96,8.89,1467578812.0,1014.62,44.66,wind,1467547200.0,0.74,12.33,1467500400.0,1467516998.0,1467518400.0
550,1467604800.0,rain,0.72,50.58,Mostly cloudy until evening.,50.71,63.71,63.71,1467637200.0,199.0,0.01,7.63,1467665177.0,1015.45,50.58,partly-cloudy-day,1467637200.0,0.82,5.17,1467586800.0,1467603453.0,1467604800.0
551,1467756000.0,rain,0.54,50.59,Mostly cloudy until evening.,49.76,61.1,61.1,1467723600.0,308.0,0.04,8.03,1467751539.0,1015.14,50.59,partly-cloudy-day,1467723600.0,0.8,9.1,1467673200.0,1467689911.0,1467756000.0
552,1467777600.0,rain,0.52,44.69,Mostly cloudy until evening.,48.75,61.0,61.0,1467806400.0,249.0,0.07,8.65,1467837897.0,1020.2,42.08,partly-cloudy-day,1467806400.0,0.81,6.98,1467759600.0,1467776372.0,1467777600.0
553,1467860400.0,rain,0.5,56.29,Mostly cloudy until evening.,54.49,66.06,66.06,1467910800.0,235.0,0.11,8.16,1467924252.0,1014.65,56.29,partly-cloudy-day,1467910800.0,0.82,10.16,1467846000.0,1467862835.0,1467860400.0
554,1468015200.0,rain,0.42,55.24,Mostly cloudy until evening.,53.87,64.15,64.15,1467993600.0,249.0,0.14,8.35,1468010604.0,1010.72,55.24,partly-cloudy-day,1467993600.0,0.82,11.27,1467932400.0,1467949302.0,1468015200.0
555,1468022400.0,rain,,52.35,Clear throughout the day.,57.69,66.08,66.08,1468083600.0,209.0,0.17,7.53,1468096952.0,1010.58,52.35,clear-day,1468083600.0,0.91,11.35,1468018800.0,1468035771.0,1468022400.0
556,1468123200.0,rain,0.42,58.06,"Mostly cloudy starting in the afternoon, continuing until evening.",55.85,65.48,65.48,1468166400.0,224.0,0.2,8.15,1468183297.0,1002.03,58.06,partly-cloudy-day,1468166400.0,0.82,13.46,1468105200.0,1468122242.0,1468123200.0
557,1468274400.0,rain,0.66,55.1,Mostly cloudy until evening.,54.87,64.22,64.22,1468245600.0,253.0,0.23,7.91,1468269639.0,1000.23,55.1,partly-cloudy-day,1468245600.0,0.85,11.13,1468191600.0,1468208716.0,1468274400.0
558,1468296000.0,rain,0.38,48.53,Mostly cloudy until evening.,46.83,59.9,59.9,1468324800.0,289.0,0.26,8.59,1468355977.0,1010.58,45.74,partly-cloudy-day,1468324800.0,0.74,7.6,1468278000.0,1468295193.0,1468296000.0
559,1468378800.0,rain,0.52,49.93,Mostly cloudy until evening.,47.44,59.93,59.93,1468422000.0,281.0,0.29,8.76,1468442313.0,1016.17,47.96,partly-cloudy-day,1468422000.0,0.76,7.75,1468364400.0,1468381671.0,1468378800.0
560,1468465200.0,rain,0.28,46.06,Mostly cloudy until evening.,48.51,63.54,63.54,1468508400.0,290.0,0.32,8.28,1468528645.0,1022.48,43.86,partly-cloudy-day,1468508400.0,0.79,3.74,1468450800.0,1468468152.0,1468468800.0
561,1468544400.0,rain,0.87,49.76,Overcast until afternoon.,54.45,65.41,65.41,1468609200.0,218.0,0.35,8.18,1468614975.0,1021.11,47.99,cloudy,1468609200.0,0.88,8.0,1468537200.0,1468554635.0,1468548000.0
562,1468706400.0,rain,0.0,56.52,Clear throughout the day.,52.58,65.93,65.93,1468677600.0,256.0,0.38,8.55,1468701301.0,1019.65,56.52,clear-day,1468677600.0,0.73,12.97,1468623600.0,1468641120.0,1468706400.0
563,1468728000.0,rain,0.0,55.5,Clear throughout the day.,51.89,66.25,66.25,1468756800.0,247.0,0.41,8.74,1468787625.0,1019.31,55.5,clear-day,1468756800.0,0.75,9.83,1468710000.0,1468727607.0,1468728000.0
564,1468800000.0,rain,0.33,55.3,Partly cloudy until evening.,59.23,75.02,75.02,1468857600.0,249.0,0.45,8.62,1468873946.0,1019.55,55.3,partly-cloudy-day,1468857600.0,0.79,6.68,1468796400.0,1468814095.0,1468800000.0
565,1468900800.0,rain,0.09,57.8,Clear throughout the day.,60.53,83.14,82.69,1468940400.0,152.0,0.48,8.13,1468960264.0,1016.68,57.8,clear-day,1468940400.0,0.72,5.31,1468882800.0,1468900586.0,1468900800.0
566,1469052000.0,rain,0.33,61.99,Partly cloudy until afternoon.,61.43,71.86,71.86,1469030400.0,260.0,0.52,7.78,1469046579.0,1008.37,61.99,partly-cloudy-day,1469030400.0,0.8,2.22,1468969200.0,1468987078.0,1469052000.0
567,1469073600.0,rain,0.46,53.4,Mostly cloudy until evening.,54.89,69.47,69.47,1469113200.0,244.0,0.55,8.67,1469132892.0,1014.02,53.4,partly-cloudy-day,1469113200.0,0.77,6.34,1469055600.0,1469073572.0,1469073600.0
568,1469160000.0,rain,0.61,57.48,Mostly cloudy until evening.,57.89,71.93,71.93,1469199600.0,212.0,0.58,8.24,1469219203.0,1017.52,57.48,partly-cloudy-day,1469199600.0,0.79,4.2,1469142000.0,1469160067.0,1469160000.0
569,1469246400.0,rain,,57.13,Clear throughout the day.,55.85,68.09,68.09,1469289600.0,244.0,0.62,8.27,1469305511.0,1019.47,57.13,clear-day,1469289600.0,0.78,3.25,1469228400.0,1469246564.0,1469246400.0
570,1469336400.0,rain,,57.4,Clear throughout the day.,57.87,66.84,66.84,1469354400.0,200.0,0.66,8.38,1469391816.0,1015.91,57.4,clear-day,1469354400.0,0.85,3.94,1469314800.0,1469333061.0,1469336400.0
571,1469484000.0,rain,0.56,54.43,Mostly cloudy until evening.,52.62,63.11,63.11,1469440800.0,247.0,0.69,8.63,1469478119.0,1015.3,54.43,partly-cloudy-day,1469440800.0,0.79,10.83,1469401200.0,1469419561.0,1469484000.0
572,1469494800.0,rain,0.51,51.46,Mostly cloudy until evening.,52.92,64.12,64.12,1469545200.0,235.0,0.73,8.21,1469564420.0,1017.24,51.46,partly-cloudy-day,1469545200.0,0.82,7.84,1469487600.0,1469506061.0,1469494800.0
573,1469656800.0,rain,0.33,53.28,Partly cloudy until evening.,53.14,66.12,66.12,1469628000.0,282.0,0.77,7.82,1469650719.0,1012.53,53.28,partly-cloudy-day,1469628000.0,0.78,7.53,1469574000.0,1469592563.0,1469656800.0
574,1469678400.0,rain,0.58,48.04,Mostly cloudy until evening.,52.84,59.6,59.6,1469710800.0,187.0,0.81,7.24,1469737015.0,1011.58,46.85,partly-cloudy-day,1469710800.0,0.91,5.33,1469660400.0,1469679065.0,1469678400.0
575,1469829600.0,rain,0.82,54.96,Mostly cloudy until evening.,56.21,63.5,63.5,1469797200.0,0.0,0.84,6.37,1469823309.0,1008.88,54.96,partly-cloudy-day,1469797200.0,0.89,2.62,1469746800.0,1469765569.0,1469829600.0
576,1469854800.0,rain,0.0,49.84,Clear throughout the day.,50.35,62.33,62.33,1469887200.0,270.0,0.88,8.08,1469909602.0,1012.41,47.62,clear-day,1469887200.0,0.81,8.25,1469833200.0,1469852073.0,1469854800.0
577,1469937600.0,rain,0.0,48.12,Clear throughout the day.,47.82,61.69,61.69,1469966400.0,278.0,0.92,8.86,1469995892.0,1014.89,44.94,clear-day,1469966400.0,0.77,9.63,1469919600.0,1469938578.0,1469937600.0
578,1470013200.0,rain,0.52,49.36,Partly cloudy in the morning.,49.36,63.79,63.79,1470060000.0,242.0,0.95,8.64,1470082180.0,1015.35,47.09,partly-cloudy-day,1470060000.0,0.77,5.14,1470006000.0,1470025084.0,1470027600.0
579,1470110400.0,rain,0.54,50.1,Mostly cloudy until evening.,54.71,61.11,61.11,1470139200.0,135.0,0.99,6.49,1470168467.0,1008.51,50.1,partly-cloudy-day,1470139200.0,0.91,6.76,1470092400.0,1470111591.0,1470110400.0
580,1470261600.0,rain,0.67,57.49,Mostly cloudy until evening.,56.38,63.77,63.77,1470229200.0,226.0,0.02,7.22,1470254751.0,999.81,57.49,partly-cloudy-day,1470229200.0,0.86,14.2,1470178800.0,1470198098.0,1470261600.0
581,1470283200.0,rain,0.63,56.53,Mostly cloudy until evening.,54.5,64.53,64.53,1470319200.0,263.0,0.06,8.2,1470341034.0,1003.15,56.53,partly-cloudy-day,1470319200.0,0.83,12.11,1470265200.0,1470284606.0,1470283200.0
582,1470366000.0,rain,0.76,54.52,Mostly cloudy until evening.,51.39,65.2,65.2,1470409200.0,271.0,0.09,8.32,1470427315.0,1017.29,54.52,partly-cloudy-day,1470409200.0,0.78,5.14,1470351600.0,1470371115.0,1470366000.0
583,1470456000.0,rain,0.0,48.62,Clear throughout the day.,51.67,69.06,69.06,1470492000.0,238.0,0.12,8.42,1470513595.0,1022.65,45.65,clear-day,1470492000.0,0.75,8.51,1470438000.0,1470457624.0,1470456000.0
584,1470607200.0,rain,,55.56,Breezy throughout the day.,53.61,64.71,64.71,1470528000.0,242.0,0.15,8.18,1470599873.0,1015.38,55.56,wind,1470528000.0,0.76,20.73,1470524400.0,1470544133.0,1470607200.0
585,1470693600.0,rain,0.31,50.16,Breezy and partly cloudy in the morning.,45.06,61.78,61.78,1470668400.0,277.0,0.18,8.66,1470686149.0,1016.06,50.16,wind,1470668400.0,0.66,18.49,1470610800.0,1470630643.0,1470693600.0
586,1470711600.0,rain,0.37,45.66,Partly cloudy in the morning.,45.36,57.9,57.9,1470751200.0,299.0,0.21,8.5,1470772424.0,1023.58,41.83,partly-cloudy-day,1470751200.0,0.79,7.21,1470697200.0,1470717153.0,1470715200.0
587,1470801600.0,rain,0.47,44.14,Mostly cloudy until evening.,47.2,59.28,59.28,1470834000.0,263.0,0.24,7.6,1470858697.0,1023.12,42.45,partly-cloudy-day,1470834000.0,0.84,4.56,1470783600.0,1470803663.0,1470801600.0
588,1470877200.0,rain,0.83,52.19,Mostly cloudy until evening.,55.92,63.46,63.46,1470927600.0,263.0,0.27,7.01,1470944969.0,1016.76,52.19,partly-cloudy-day,1470927600.0,0.91,13.9,1470870000.0,1470890174.0,1470877200.0
589,1470981600.0,rain,0.59,57.42,Mostly cloudy until evening and breezy until afternoon.,54.65,62.1,62.1,1471017600.0,247.0,0.3,8.12,1471031239.0,1017.41,57.42,wind,1471017600.0,0.81,16.75,1470956400.0,1470976685.0,1470981600.0
590,1471125600.0,rain,0.0,56.19,Clear throughout the day.,53.14,63.67,63.67,1471093200.0,261.0,0.33,8.24,1471117509.0,1018.26,56.19,clear-day,1471093200.0,0.8,13.54,1471042800.0,1471063196.0,1471125600.0
591,1471147200.0,rain,,54.19,Clear throughout the day.,50.66,61.58,61.58,1471186800.0,286.0,0.36,8.37,1471203776.0,1024.73,54.19,clear-day,1471186800.0,0.79,4.82,1471129200.0,1471149707.0,1471147200.0
592,1471233600.0,rain,0.17,49.8,"Partly cloudy starting in the afternoon, continuing until evening.",50.51,67.75,67.75,1471273200.0,154.0,0.4,8.46,1471290043.0,1025.16,49.8,partly-cloudy-day,1471273200.0,0.76,4.56,1471215600.0,1471236218.0,1471233600.0
593,1471323600.0,rain,0.14,47.81,"Partly cloudy starting in the afternoon, continuing until evening.",51.11,69.13,69.13,1471356000.0,142.0,0.43,8.57,1471376308.0,1020.71,47.81,partly-cloudy-day,1471356000.0,0.78,5.67,1471302000.0,1471322730.0,1471323600.0
594,1471410000.0,rain,0.27,48.67,Mostly cloudy until afternoon.,51.6,66.78,66.78,1471446000.0,127.0,0.46,7.36,1471462573.0,1015.66,47.68,partly-cloudy-day,1471446000.0,0.81,6.24,1471388400.0,1471409241.0,1471410000.0
595,1471492800.0,rain,0.47,53.53,Mostly cloudy until afternoon.,54.25,66.82,66.82,1471532400.0,108.0,0.5,6.82,1471548836.0,1012.53,53.53,partly-cloudy-day,1471532400.0,0.84,7.11,1471474800.0,1471495753.0,1471492800.0
596,1471579200.0,rain,0.93,54.56,Mostly cloudy until afternoon.,54.82,60.65,60.65,1471608000.0,128.0,0.53,6.45,1471635098.0,1005.36,54.56,partly-cloudy-day,1471608000.0,0.91,10.36,1471561200.0,1471582264.0,1471579200.0
597,1471665600.0,rain,,54.18,"Breezy starting in the afternoon, continuing until evening.",54.94,61.97,61.97,1471694400.0,186.0,0.57,7.19,1471721359.0,996.69,54.18,wind,1471694400.0,0.9,14.17,1471647600.0,1471668776.0,1471665600.0
598,1471748400.0,rain,,56.59,Clear throughout the day.,54.0,64.68,64.68,1471784400.0,262.0,0.61,8.29,1471807619.0,1008.68,56.59,clear-day,1471784400.0,0.82,12.4,1471734000.0,1471755287.0,1471748400.0
599,1471903200.0,rain,0.57,55.42,Mostly cloudy until evening.,58.3,69.14,69.14,1471878000.0,233.0,0.65,7.61,1471893878.0,1016.65,55.42,partly-cloudy-day,1471878000.0,0.88,8.63,1471820400.0,1471841799.0,1471903200.0
600,1471914000.0,rain,0.47,52.73,Mostly cloudy until evening.,56.49,74.1,74.1,1471964400.0,169.0,0.68,7.85,1471980136.0,1021.25,52.73,partly-cloudy-day,1471964400.0,0.83,3.75,1471906800.0,1471928310.0,1471914000.0
601,1472076000.0,rain,0.24,56.85,Partly cloudy until evening.,55.73,68.72,68.72,1472047200.0,337.0,0.72,7.84,1472066393.0,1019.52,56.85,partly-cloudy-day,1472047200.0,0.81,2.92,1471993200.0,1472014822.0,1472076000.0
602,1472094000.0,rain,1.0,55.5,Foggy overnight.,56.51,59.68,59.68,1472144400.0,63.0,0.76,3.73,1472152649.0,1017.29,55.5,fog,1472144400.0,0.96,3.13,1472079600.0,1472101333.0,1472094000.0
603,1472248800.0,rain,0.19,53.63,"Partly cloudy starting in the afternoon, continuing until evening.",52.72,65.35,65.35,1472220000.0,240.0,0.8,6.97,1472238905.0,1015.0,53.63,partly-cloudy-day,1472220000.0,0.8,9.81,1472166000.0,1472187844.0,1472248800.0
604,1472274000.0,rain,0.0,47.42,Clear throughout the day.,51.99,65.88,65.88,1472302800.0,135.0,0.83,8.13,1472325159.0,1018.31,47.42,clear-day,1472302800.0,0.84,4.96,1472252400.0,1472274355.0,1472274000.0
605,1472421600.0,rain,,53.06,Clear throughout the day.,54.79,60.2,60.2,1472400000.0,40.0,0.87,6.75,1472411413.0,1013.15,53.06,clear-day,1472400000.0,0.94,5.21,1472338800.0,1472360866.0,1472421600.0
606,1472439600.0,rain,0.21,49.81,Mostly cloudy starting in the evening.,50.7,65.04,65.04,1472482800.0,259.0,0.9,6.41,1472497666.0,1019.95,49.81,partly-cloudy-night,1472482800.0,0.81,6.99,1472425200.0,1472447377.0,1472439600.0
